N_SAMPLES,N_FEATURES,N_GENERATING_SOLUTIONS,SPARSITY,NOISE_STD,NAN_RATIO,BINARIZE,BINARY_RESPONSE_RATIO,DATASET_SEED,N_CANDIDATE_SOLUTIONS,N_ITER,PRIOR_TYPE,PRIOR_SPARSITY,SAMPLE_MORE_PRIORS_COEFF,STUDENT_DF,STUDENT_SCALE,VAR_SLAB,VAR_SPIKE,WEIGHT_SLAB,WEIGHT_SPIKE,IS_REGULARIZED,LAMBDA_JACCARD,BATCH_SIZE,LEARNING_RATE,DESIRED_SPARSITY,MIN_MU_THRESHOLD,USE_MEDIAN_FOR_OUTLIER_DETECTION,OUTLIER_DEVIATION_THRESHOLDS,timestamp,output_file,full_n_features_found,full_n_correct,full_n_missed,full_n_extra,full_Recall,full_Precision,full_F1_Score,full_Jaccard,full_Miss_Rate,full_FDR,full_Global_Miss_Rate,full_Global_FDR,full_Success_Index,full_Adjusted_Success_Index,top_n_features_found,top_n_correct,top_n_missed,top_n_extra,top_Recall,top_Precision,top_F1_Score,top_Jaccard,top_Miss_Rate,top_FDR,top_Global_Miss_Rate,top_Global_FDR,top_Success_Index,top_Adjusted_Success_Index,outlier_STD_2.0_n_features_found,outlier_STD_2.0_n_correct,outlier_STD_2.0_n_missed,outlier_STD_2.0_n_extra,outlier_STD_2.0_Recall,outlier_STD_2.0_Precision,outlier_STD_2.0_F1_Score,outlier_STD_2.0_Jaccard,outlier_STD_2.0_Miss_Rate,outlier_STD_2.0_FDR,outlier_STD_2.0_Global_Miss_Rate,outlier_STD_2.0_Global_FDR,outlier_STD_2.0_Success_Index,outlier_STD_2.0_Adjusted_Success_Index,outlier_STD_2.5_n_features_found,outlier_STD_2.5_n_correct,outlier_STD_2.5_n_missed,outlier_STD_2.5_n_extra,outlier_STD_2.5_Recall,outlier_STD_2.5_Precision,outlier_STD_2.5_F1_Score,outlier_STD_2.5_Jaccard,outlier_STD_2.5_Miss_Rate,outlier_STD_2.5_FDR,outlier_STD_2.5_Global_Miss_Rate,outlier_STD_2.5_Global_FDR,outlier_STD_2.5_Success_Index,outlier_STD_2.5_Adjusted_Success_Index,outlier_STD_3.0_n_features_found,outlier_STD_3.0_n_correct,outlier_STD_3.0_n_missed,outlier_STD_3.0_n_extra,outlier_STD_3.0_Recall,outlier_STD_3.0_Precision,outlier_STD_3.0_F1_Score,outlier_STD_3.0_Jaccard,outlier_STD_3.0_Miss_Rate,outlier_STD_3.0_FDR,outlier_STD_3.0_Global_Miss_Rate,outlier_STD_3.0_Global_FDR,outlier_STD_3.0_Success_Index,outlier_STD_3.0_Adjusted_Success_Index
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,0,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 09:48,experiment_output_2025-12-17-0942_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=0_TYPE=BINARY_DATASET_SEED=42.txt,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.005,25.0,22.22222222222222,6,6,2,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.01,0.0,18.75,18.75,12,8,0,4,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,0.0,0.02,25.0,16.666666666666664,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.01,25.0,20.0,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.005,25.0,22.22222222222222
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,100,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 09:55,experiment_output_2025-12-17-0948_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=100_TYPE=BINARY_DATASET_SEED=42.txt,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.005,25.0,22.22222222222222,6,6,2,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.01,0.0,18.75,18.75,13,8,0,5,1.0,0.6153846153846154,0.761904761904762,0.6153846153846154,0.0,0.38461538461538464,0.0,0.025,25.0,15.384615384615385,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.005,25.0,22.22222222222222,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,500,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:02,experiment_output_2025-12-17-0955_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=500_TYPE=BINARY_DATASET_SEED=42.txt,39,8,0,31,1.0,0.20512820512820512,0.3404255319148936,0.20512820512820512,0.0,0.7948717948717948,0.0,0.155,25.0,5.128205128205128,5,5,3,0,0.625,1.0,0.7692307692307693,0.625,0.375,0.0,0.015,0.0,15.625,15.625,15,8,0,7,1.0,0.5333333333333333,0.6956521739130436,0.5333333333333333,0.0,0.4666666666666667,0.0,0.035,25.0,13.333333333333334,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.01,25.0,20.0,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.01,25.0,20.0
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:08,experiment_output_2025-12-17-1002_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,16,8,0,8,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,0.04,25.0,12.5,6,6,2,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.01,0.0,18.75,18.75,17,8,0,9,1.0,0.47058823529411764,0.6399999999999999,0.47058823529411764,0.0,0.5294117647058824,0.0,0.045,25.0,11.76470588235294,13,8,0,5,1.0,0.6153846153846154,0.761904761904762,0.6153846153846154,0.0,0.38461538461538464,0.0,0.025,25.0,15.384615384615385,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,2500,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:15,experiment_output_2025-12-17-1009_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=2500_TYPE=BINARY_DATASET_SEED=42.txt,13,8,0,5,1.0,0.6153846153846154,0.761904761904762,0.6153846153846154,0.0,0.38461538461538464,0.0,0.025,25.0,15.384615384615385,7,6,2,1,0.75,0.8571428571428571,0.7999999999999999,0.6666666666666666,0.25,0.14285714285714285,0.01,0.005,18.75,16.07142857142857,21,8,0,13,1.0,0.38095238095238093,0.5517241379310345,0.38095238095238093,0.0,0.6190476190476191,0.0,0.065,25.0,9.523809523809524,14,8,0,6,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.0,0.42857142857142855,0.0,0.03,25.0,14.285714285714285,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.01,25.0,20.0
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,5000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:22,experiment_output_2025-12-17-1015_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=5000_TYPE=BINARY_DATASET_SEED=42.txt,36,8,0,28,1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222,0.0,0.7777777777777778,0.0,0.14,25.0,5.555555555555555,6,6,2,0,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,0.01,0.0,18.75,18.75,19,8,0,11,1.0,0.42105263157894735,0.5925925925925926,0.42105263157894735,0.0,0.5789473684210527,0.0,0.055,25.0,10.526315789473683,16,8,0,8,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,0.04,25.0,12.5,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183
100,200,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,10000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:28,experiment_output_2025-12-17-1022_TIER=5_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=10000_TYPE=BINARY_DATASET_SEED=42.txt,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183,5,5,3,0,0.625,1.0,0.7692307692307693,0.625,0.375,0.0,0.015,0.0,15.625,15.625,14,8,0,6,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.0,0.42857142857142855,0.0,0.03,25.0,14.285714285714285,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0
100,500,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,0,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:34,experiment_output_2025-12-17-1028_TIER=5_N_SAMPLES=100_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=0_TYPE=BINARY_DATASET_SEED=42.txt,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,6,6,3,0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,0.006,0.0,37.03703703703704,37.03703703703704,20,9,0,11,1.0,0.45,0.6206896551724138,0.45,0.0,0.55,0.0,0.022,55.55555555555556,25.0,11,9,0,2,1.0,0.8181818181818182,0.9,0.8181818181818182,0.0,0.18181818181818182,0.0,0.004,55.55555555555556,45.45454545454546,10,9,0,1,1.0,0.9,0.9473684210526316,0.9,0.0,0.1,0.0,0.002,55.55555555555556,50.0
100,500,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,100,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:42,experiment_output_2025-12-17-1034_TIER=5_N_SAMPLES=100_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=100_TYPE=BINARY_DATASET_SEED=42.txt,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,4,4,5,0,0.4444444444444444,1.0,0.6153846153846153,0.4444444444444444,0.5555555555555556,0.0,0.01,0.0,24.691358024691358,24.691358024691358,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556
100,500,3,3,0.1,0,True,0.5,42,3,4000,sss,3,1,1,1,100,0.1,0.9,0.1,True,500,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-17 10:49,experiment_output_2025-12-17-1042_TIER=5_N_SAMPLES=100_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=3_LAMBDA_JACCARD=500_TYPE=BINARY_DATASET_SEED=42.txt,8,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.8888888888888888,0.1111111111111111,0.0,0.002,0.0,49.382716049382715,49.382716049382715,7,7,2,0,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,0.2222222222222222,0.0,0.004,0.0,43.20987654320987,43.20987654320987,13,9,0,4,1.0,0.6923076923076923,0.8181818181818181,0.6923076923076923,0.0,0.3076923076923077,0.0,0.008,55.55555555555556,38.46153846153846,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556
