N_SAMPLES,N_FEATURES,N_GENERATING_SOLUTIONS,SPARSITY,NOISE_STD,NAN_RATIO,BINARIZE,BINARY_RESPONSE_RATIO,DATASET_SEED,N_CANDIDATE_SOLUTIONS,N_ITER,PRIOR_TYPE,PRIOR_SPARSITY,SAMPLE_MORE_PRIORS_COEFF,STUDENT_DF,STUDENT_SCALE,VAR_SLAB,VAR_SPIKE,WEIGHT_SLAB,WEIGHT_SPIKE,IS_REGULARIZED,LAMBDA_JACCARD,BATCH_SIZE,LEARNING_RATE,DESIRED_SPARSITY,MIN_MU_THRESHOLD,USE_MEDIAN_FOR_OUTLIER_DETECTION,OUTLIER_DEVIATION_THRESHOLDS,timestamp,output_file,full_n_features_found,full_n_correct,full_n_missed,full_n_extra,full_Recall,full_Precision,full_F1_Score,full_Jaccard,full_Miss_Rate,full_FDR,full_Global_Miss_Rate,full_Global_FDR,full_Success_Index,full_Adjusted_Success_Index,top_n_features_found,top_n_correct,top_n_missed,top_n_extra,top_Recall,top_Precision,top_F1_Score,top_Jaccard,top_Miss_Rate,top_FDR,top_Global_Miss_Rate,top_Global_FDR,top_Success_Index,top_Adjusted_Success_Index,outlier_STD_2.0_n_features_found,outlier_STD_2.0_n_correct,outlier_STD_2.0_n_missed,outlier_STD_2.0_n_extra,outlier_STD_2.0_Recall,outlier_STD_2.0_Precision,outlier_STD_2.0_F1_Score,outlier_STD_2.0_Jaccard,outlier_STD_2.0_Miss_Rate,outlier_STD_2.0_FDR,outlier_STD_2.0_Global_Miss_Rate,outlier_STD_2.0_Global_FDR,outlier_STD_2.0_Success_Index,outlier_STD_2.0_Adjusted_Success_Index,outlier_STD_2.5_n_features_found,outlier_STD_2.5_n_correct,outlier_STD_2.5_n_missed,outlier_STD_2.5_n_extra,outlier_STD_2.5_Recall,outlier_STD_2.5_Precision,outlier_STD_2.5_F1_Score,outlier_STD_2.5_Jaccard,outlier_STD_2.5_Miss_Rate,outlier_STD_2.5_FDR,outlier_STD_2.5_Global_Miss_Rate,outlier_STD_2.5_Global_FDR,outlier_STD_2.5_Success_Index,outlier_STD_2.5_Adjusted_Success_Index,outlier_STD_3.0_n_features_found,outlier_STD_3.0_n_correct,outlier_STD_3.0_n_missed,outlier_STD_3.0_n_extra,outlier_STD_3.0_Recall,outlier_STD_3.0_Precision,outlier_STD_3.0_F1_Score,outlier_STD_3.0_Jaccard,outlier_STD_3.0_Miss_Rate,outlier_STD_3.0_FDR,outlier_STD_3.0_Global_Miss_Rate,outlier_STD_3.0_Global_FDR,outlier_STD_3.0_Success_Index,outlier_STD_3.0_Adjusted_Success_Index
25,100,3,3,0.1,0,True,0.5,42,6,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 12:47,experiment_output_2025-12-18-1241_TIER=1_N_SAMPLES=25_N_FEATURES=100_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5
50,100,3,3,0.1,0,True,0.5,42,6,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 12:53,experiment_output_2025-12-18-1247_TIER=1_N_SAMPLES=50_N_FEATURES=100_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.02,12.5,10.0,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,12.5,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.03,12.5,9.090909090909092,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.02,12.5,10.0,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.01,12.5,11.11111111111111
25,200,3,3,0.1,0,True,0.5,42,6,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 12:58,experiment_output_2025-12-18-1253_TIER=1_N_SAMPLES=25_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,10,8,0,2,1.0,0.8,0.888888888888889,0.8,0.0,0.2,0.0,0.01,25.0,20.0,8,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183,11,8,0,3,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,0.0,0.2727272727272727,0.0,0.015,25.0,18.181818181818183
50,200,3,3,0.1,0,True,0.5,42,6,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:04,experiment_output_2025-12-18-1258_TIER=1_N_SAMPLES=50_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,13,8,0,5,1.0,0.6153846153846154,0.761904761904762,0.6153846153846154,0.0,0.38461538461538464,0.0,0.025,25.0,15.384615384615385,7,7,1,0,0.875,1.0,0.9333333333333333,0.875,0.125,0.0,0.005,0.0,21.875,21.875,18,8,0,10,1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444,0.0,0.5555555555555556,0.0,0.05,25.0,11.11111111111111,16,8,0,8,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,0.04,25.0,12.5,14,8,0,6,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.0,0.42857142857142855,0.0,0.03,25.0,14.285714285714285
100,200,3,3,0.1,0,True,0.5,42,6,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:10,experiment_output_2025-12-18-1304_TIER=1_N_SAMPLES=100_N_FEATURES=200_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,42,8,0,34,1.0,0.19047619047619047,0.32,0.19047619047619047,0.0,0.8095238095238095,0.0,0.17,25.0,4.761904761904762,7,7,1,0,0.875,1.0,0.9333333333333333,0.875,0.125,0.0,0.005,0.0,21.875,21.875,19,8,0,11,1.0,0.42105263157894735,0.5925925925925926,0.42105263157894735,0.0,0.5789473684210527,0.0,0.055,25.0,10.526315789473683,15,8,0,7,1.0,0.5333333333333333,0.6956521739130436,0.5333333333333333,0.0,0.4666666666666667,0.0,0.035,25.0,13.333333333333334,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.0,0.1111111111111111,0.0,0.005,25.0,22.22222222222222
25,500,3,3,0.1,0,True,0.5,42,9,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:16,experiment_output_2025-12-18-1310_TIER=1_N_SAMPLES=25_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=9_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,13,9,0,4,1.0,0.6923076923076923,0.8181818181818181,0.6923076923076923,0.0,0.3076923076923077,0.0,0.008,55.55555555555556,38.46153846153846,8,6,3,2,0.6666666666666666,0.75,0.7058823529411765,0.5454545454545454,0.3333333333333333,0.25,0.006,0.004,37.03703703703704,27.77777777777778,109,9,0,100,1.0,0.08256880733944955,0.15254237288135594,0.08256880733944955,0.0,0.9174311926605505,0.0,0.2,55.55555555555556,4.587155963302752,54,9,0,45,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.0,0.8333333333333334,0.0,0.09,55.55555555555556,9.25925925925926,36,9,0,27,1.0,0.25,0.4,0.25,0.0,0.75,0.0,0.054,55.55555555555556,13.88888888888889
50,500,3,3,0.1,0,True,0.5,42,9,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:22,experiment_output_2025-12-18-1316_TIER=1_N_SAMPLES=50_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=9_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,14,9,0,5,1.0,0.6428571428571429,0.782608695652174,0.6428571428571429,0.0,0.35714285714285715,0.0,0.01,55.55555555555556,35.714285714285715,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,92,9,0,83,1.0,0.09782608695652174,0.17821782178217824,0.09782608695652174,0.0,0.9021739130434783,0.0,0.166,55.55555555555556,5.434782608695652,42,9,0,33,1.0,0.21428571428571427,0.35294117647058826,0.21428571428571427,0.0,0.7857142857142857,0.0,0.066,55.55555555555556,11.904761904761905,27,9,0,18,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.036,55.55555555555556,18.51851851851852
100,500,3,3,0.1,0,True,0.5,42,9,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:29,experiment_output_2025-12-18-1322_TIER=1_N_SAMPLES=100_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=9_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,10,9,0,1,1.0,0.9,0.9473684210526316,0.9,0.0,0.1,0.0,0.002,55.55555555555556,50.0,9,9,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.55555555555556,55.55555555555556,86,9,0,77,1.0,0.10465116279069768,0.18947368421052632,0.10465116279069768,0.0,0.8953488372093024,0.0,0.154,55.55555555555556,5.813953488372094,38,9,0,29,1.0,0.23684210526315788,0.38297872340425526,0.23684210526315788,0.0,0.7631578947368421,0.0,0.058,55.55555555555556,13.157894736842104,26,9,0,17,1.0,0.34615384615384615,0.5142857142857142,0.34615384615384615,0.0,0.6538461538461539,0.0,0.034,55.55555555555556,19.23076923076923
200,500,3,3,0.1,0,True,0.5,42,9,3500,sss,3,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,3,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:35,experiment_output_2025-12-18-1329_TIER=1_N_SAMPLES=200_N_FEATURES=500_N_GENERATING_SOLUTIONS=3_SPARSITY=3_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=9_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,10,9,0,1,1.0,0.9,0.9473684210526316,0.9,0.0,0.1,0.0,0.002,55.55555555555556,50.0,8,8,1,0,0.8888888888888888,1.0,0.9411764705882353,0.8888888888888888,0.1111111111111111,0.0,0.002,0.0,49.382716049382715,49.382716049382715,74,9,0,65,1.0,0.12162162162162163,0.21686746987951808,0.12162162162162163,0.0,0.8783783783783784,0.0,0.13,55.55555555555556,6.756756756756757,34,9,0,25,1.0,0.2647058823529412,0.4186046511627907,0.2647058823529412,0.0,0.7352941176470589,0.0,0.05,55.55555555555556,14.705882352941178,19,9,0,10,1.0,0.47368421052631576,0.6428571428571429,0.47368421052631576,0.0,0.5263157894736842,0.0,0.02,55.55555555555556,26.31578947368421
25,100,3,5,0.1,0,True,0.5,42,6,3500,sss,5,1,1,1,100,0.1,0.9,0.1,True,1000,16,0.002,5,0.2,False,"[2.0, 2.5, 3.0]",2025-12-18 13:40,experiment_output_2025-12-18-1335_TIER=1_N_SAMPLES=25_N_FEATURES=100_N_GENERATING_SOLUTIONS=3_SPARSITY=5_NOISE_STD=0.1_NAN_RATIO=0.0_N_CANDIDATE_SOLUTIONS=6_LAMBDA_JACCARD=1000_TYPE=BINARY_DATASET_SEED=42.txt,15,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,0.0,0.06666666666666667,0.0,0.01,7.142857142857143,6.666666666666667,14,13,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8666666666666667,0.07142857142857142,0.07142857142857142,0.01,0.01,6.63265306122449,6.158892128279883,15,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,0.0,0.06666666666666667,0.0,0.01,7.142857142857143,6.666666666666667,14,13,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8666666666666667,0.07142857142857142,0.07142857142857142,0.01,0.01,6.63265306122449,6.158892128279883,14,13,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8666666666666667,0.07142857142857142,0.07142857142857142,0.01,0.01,6.63265306122449,6.158892128279883
